fsevent,endogenous sequence,frameshift mimicking,slippery shifted +1,slippery shifted +2,slippery shifted +3,slippery shifted -1,slippery shifted -2,slippery shifted -3,stop codons mutated
human - HERV-K10,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
